Station,AggComposite,AggNina,AggNino,AggNeutral
35030260,1086.35071883415,1159.8812635488268,975.1491077616301,1097.1168352670527
35040010,6596.26350392059,6425.29525684022,6483.480300173608,6798.16187616181
35060020,1358.429002184256,1431.4676430357774,1184.958776795569,1407.6307525928273
35060050,1247.3183384855547,1184.2885573218662,1345.5979692939552,1236.281727229957
35060090,2202.9040530672573,2175.6218580251743,2180.836588639155,2237.60921080605
35060100,2114.4721572787344,2049.3310582800523,2160.9458198971215,2136.736884899809
35060120,2944.9587839447836,2787.230756790926,2971.640596507607,3051.330586276058
35060130,3225.1764878211143,3157.8041818842275,3258.554412429025,3257.1795496227505
35060150,3335.8213807759557,3326.870404322585,3385.1038483586617,3312.666187828036
35060160,1748.9355752404683,1730.898788668935,1737.0575018164016,1770.2230096663684
35060170,1727.027387844403,1599.1386872283074,1694.7484803059356,1846.2223762637618
35060180,2005.950076010483,1847.3379620807084,2027.812395746495,2115.954747006077
35060200,1797.6974496642165,1784.527881111523,1765.790909090909,1827.4388888888889
35060210,1932.4051341875083,1855.2742712033917,1963.5800884741257,1973.3444444444447
35060230,2152.1701542539213,2023.8423634628755,2177.018181818182,2236.7957524687977
35060240,1277.418719569382,1256.194218198272,1275.6938126265522,1294.9807748786407
35070110,1201.059959829406,1231.8055909046034,1144.509090909091,1211.7055555555555
35070230,1136.6241547499844,1127.9892208464537,1084.652332837594,1175.1007722880813
35070480,1129.2426313601209,1148.6020453685876,1053.8166108608575,1160.27898854753
35070490,2282.8105787077943,2188.372092415996,2215.692722862622,2397.2792021734663
